year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,version
"2010",704,UZB,0,0,"1,126,422",0,"281,605","1,408,027",0,0,0,"4,200","4,200","25,907,724","281,605",0,0,0,0,0,"26,189,329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"504,000","55,014","28,105,556","28,160,570",0,0,0.04,0,0.01,0.05,0,0,0,0.0001,0.0001,0.92,0.01,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179,0.002,0.998,1,0,24,5,10,Medium,83,1.1
"2010",703,KYR,"11,000",0,"429,229",0,"100,000","540,229",0,0,0,500,500,"4,131,336","1,200",0,0,0,0,0,"4,132,536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"268,268","423,839","4,941,533","5,365,372",0.0021,0,0.08,0,0.0186,0.1007,0,0,0,0.0001,0.0001,0.77,0.0002,0,0,0,0,0,0.7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.079,0.921,1,0,24,5,10,Medium,83,1.1
"2010",702,TAJ,0,0,"150,000",0,0,"150,000",0,0,0,"2,000","2,000","6,320,980","371,822",0,0,0,0,0,"6,692,802",0,0,"5,600","5,600",0,0,0,0,"4,500",0,0,0,0,0,"185,911","395,635","7,040,813","7,436,448",0,0,0.0202,0,0,0.0202,0,0,0,0.0003,0.0003,0.85,0.05,0,0,0,0,0,0.9,0,0,0.0008,0.0008,0,0,0,0,0.0006,0,0,0,0,0,0.025,0.0532,0.9468,1,0,24,5,18,Medium,83,1.1
"2010",701,TKM,0,0,"505,440",0,0,"505,440",0,0,0,700,700,"4,998,243",0,0,0,0,0,0,"4,998,243",0,0,722,722,0,0,0,0,"1,096",0,0,0,0,0,"56,160","53,643","5,562,361","5,616,004",0,0,0.09,0,0,0.09,0,0,0,0.0001,0.0001,0.89,0,0,0,0,0,0,0.89,0,0,0.0001,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0096,0.9904,1,0,24,4,7,High,83,1.1
"2010",700,AFG,"6,000",156,70,39,"1,022","7,287",0,0,0,0,0,"21,600,000","5,130,000",0,0,0,0,"150,000","26,880,000",0,0,"2,500","2,500","2,000","8,000","2,000",0,"3,000",0,0,0,0,"3,316","55,000","36,897","26,963,103","27,000,000",0.0002,0,0,0,0,0.0003,0,0,0,0,0,0.8,0.19,0,0,0,0,0.0056,0.9956,0,0,0.0001,0.0001,0.0001,0.0003,0.0001,0,0.0001,0,0,0,0,0.0001,0.002,0.0014,0.9986,1,0,24,4,10,Medium,83,1.1
"2010",70,MEX,"15,886,801","92,924,489",0,0,0,"108,811,290",0,0,0,"67,476","67,476",0,0,0,0,0,0,"3,760","3,760",0,0,0,0,0,0,0,0,0,0,0,0,"35,995","27,839","3,052,509","337,669","111,998,869","112,336,538",0.1414,0.8272,0,0,0,0.9686,0,0,0,0.0006,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0002,0.0272,0.003,0.997,1,0,1,1,5,High,70,1.1
"2010",698,OMA,"6,900","49,399","25,300",0,"17,900","99,499",0,0,0,0,0,"862,000","210,000","1,606,195",0,0,0,0,"2,678,195",0,0,"8,900","8,900",0,"78,000","19,000",0,0,0,0,0,0,0,0,"96,360","2,883,594","2,979,954",0.0023,0.0166,0.0085,0,0.006,0.0334,0,0,0,0,0,0.2893,0.0705,0.539,0,0,0,0,0.8987,0,0,0.003,0.003,0,0.0262,0.0064,0,0,0,0,0,0,0,0,0.0323,0.9677,1,0,24,5,20,Medium,1,1.1
"2010",696,UAE,0,"185,228","185,228",0,"75,005","445,461",0,0,0,0,0,"3,530,371","677,966",0,0,0,0,0,"4,208,337",0,0,"22,000","22,000",0,"1,387,654",0,0,"62,367",0,0,0,0,0,"85,000","25,831","6,210,819","6,236,650",0,0.0297,0.0297,0,0.012,0.0714,0,0,0,0,0,0.5661,0.1087,0,0,0,0,0,0.6748,0,0,0.0035,0.0035,0,0.2225,0,0,0.01,0,0,0,0,0,0.0136,0.0041,0.9959,1,0,234,5,20,Medium,83,1.1
"2010",694,QAT,"6,000","200,000","20,000","3,000","16,603","245,603",0,0,0,0,0,"628,790","169,943",0,0,0,0,0,"798,733",0,0,"36,603","36,603",0,"450,000",0,0,0,0,0,0,0,0,"30,000","138,496","1,560,939","1,699,435",0.0035,0.1177,0.0118,0.0018,0.0098,0.1445,0,0,0,0,0,0.37,0.1,0,0,0,0,0,0.47,0,0,0.0215,0.0215,0,0.2648,0,0,0,0,0,0,0,0,0.0177,0.0815,0.9185,1,0,24,7,10,Medium,83,1.1
"2010",692,BAH,"13,767","32,757","33,917","13,767","26,777","120,985",0,0,0,0,0,"365,037","741,137",0,0,0,0,0,"1,106,174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,412","1,227,159","1,234,571",0.0112,0.0265,0.0275,0.0112,0.0217,0.098,0,0,0,0,0,0.2957,0.6003,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.994,1,0,24,4,8,High,303,1.1
"2010",690,KUW,0,0,0,0,0,0,0,0,0,0,0,"1,886,897","591,600",0,0,0,0,0,"2,478,497",0,0,0,0,0,"107,823",0,0,0,0,0,0,0,0,0,"109,248","2,586,320","2,695,568",0,0,0,0,0,0,0,0,0,0,0,0.7,0.2195,0,0,0,0,0,0.9195,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.0405,0.9595,1,0,24,5,20,Medium,83,1.1
"2010",679,YEM,0,0,0,0,0,0,0,0,0,0,0,"12,982,960","10,386,368",0,0,0,0,0,"23,369,328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"236,054","23,369,328","23,605,382",0,0,0,0,0,0,0,0,0,0,0,0.55,0.44,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,1,0,24,5,20,High,83,1.1
"2010",670,SAU,0,"782,723",0,0,0,"782,723",0,0,0,0,0,"22,829,436","1,648,170",0,0,0,0,0,"24,477,606",0,0,0,0,0,"260,907",0,0,0,0,0,0,0,0,"521,815","47,733","26,043,051","26,090,784",0,0.03,0,0,0,0.03,0,0,0,0,0,0.875,0.0632,0,0,0,0,0,0.9382,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.0018,0.9982,1,0,24,4,10,Medium,83,1.1
"2010",666,ISR,0,"101,600","50,800",0,0,"152,400","5,517,567","33,439","22,293",0,"5,573,299","1,371,600",0,0,0,0,0,"152,400","1,524,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"343,000","31,795","7,592,699","7,624,494",0,0.0133,0.0067,0,0,0.02,0.7237,0.0044,0.0029,0,0.731,0.1799,0,0,0,0,0,0.02,0.1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.0042,0.9958,1,0,2,1,1,High,90,1.1
"2010",663,JOR,0,"30,560","134,467",0,"18,336","183,363",0,0,0,0,0,"5,806,540","122,242",0,0,0,0,0,"5,928,782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"6,112,145","6,112,148",0,0.005,0.022,0,0.003,0.03,0,0,0,0,0,0.95,0.02,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,9,25,Medium,83,1.1
"2010",660,LEB,"28,567","857,010","489,720",0,"285,670","1,660,967",0,0,0,0,0,"1,101,870","1,101,870",0,0,0,0,0,"2,203,740",0,0,"75,000","75,000",0,0,0,0,0,0,0,0,0,0,"122,430","18,863","4,062,137","4,081,000",0.007,0.21,0.12,0,0.07,0.407,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0.54,0,0,0.0184,0.0184,0,0,0,0,0,0,0,0,0,0,0.03,0.0046,0.9954,1,0,2,5,20,Medium,83,1.1
"2010",652,SYR,"72,993","378,443","1,079,535",0,0,"1,530,971",0,0,0,0,0,"15,113,492",0,0,0,"3,258,974",0,0,"18,372,466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"297,589","167,562","20,201,026","20,368,588",0.0036,0.0186,0.053,0,0,0.0752,0,0,0,0,0,0.742,0,0,0,0.16,0,0,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0.0082,0.9918,1,0,24,4,20,Medium,83,1.1
"2010",651,EGY,"1,219,163","98,000","8,127,756",0,"406,387","9,851,306",0,0,0,0,0,"69,898,701",0,0,0,"350,000",0,0,"70,248,701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"812,776","364,777","80,912,783","81,277,560",0.015,0.0012,0.1,0,0.005,0.1212,0,0,0,0,0,0.86,0,0,0,0.0043,0,0,0.8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0045,0.9955,1,0,24,5,20,Medium,83,1.1
"2010",645,IRQ,0,"265,000","335,000",0,0,"600,000",0,0,0,0,0,"10,335,000","19,875,000",0,0,0,0,0,"30,210,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"350,000","640,000","31,160,000","31,800,000",0,0.0083,0.0105,0,0,0.0189,0,0,0,0,0,0.325,0.625,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.0201,0.9799,1,0,24,5,20,Medium,83,1.1
"2010",640,TUR,"64,498","35,747","87,906",0,"132,126","320,277",0,0,0,"15,000","15,000","75,699,756",0,0,0,0,0,0,"75,699,756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"383,938","368,661","76,418,971","76,787,632",0.0008,0.0005,0.0011,0,0.0017,0.0042,0,0,0,0.0002,0.0002,0.9858,0,0,0,0,0,0,0.9858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0048,0.9952,1,0,24,4,20,Medium,83,1.1
"2010",630,IRN,0,0,"117,000",0,0,"117,000",0,0,0,"8,700","8,700","6,666,620","66,666,204",0,0,0,0,0,"73,332,824",0,0,0,0,0,0,0,0,"300,000",0,0,0,0,0,"265,000","50,036","74,023,524","74,073,560",0,0,0.0016,0,0,0.0016,0,0,0,0.0001,0.0001,0.09,0.9,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0.0036,0.0007,0.9993,1,0,24,8,5,High,31,1.1
"2010",625,SUD,"703,757","2,013,776","150,000",0,0,"2,867,533",0,0,0,0,0,"28,488,914",0,0,0,0,0,0,"28,488,914",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,025,046","401,252","342,487","39,782,745","40,125,232",0.0175,0.0502,0.0037,0,0,0.0715,0,0,0,0,0,0.71,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.01,0.0085,0.9915,1,0,24,4,28,Low,1,1.1
"2010",620,LIB,0,"65,091","65,091",0,"65,091","195,273",0,0,0,0,0,"6,310,833",0,0,0,0,0,0,"6,310,833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000","6,506,106","6,509,106",0,0.01,0.01,0,0.01,0.03,0,0,0,0,0,0.9695,0,0,0,0,0,0,0.9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.9995,1,0,24,4,5,High,1,1.1
"2010",616,TUN,0,"31,646",0,0,"5,700","37,346",0,0,0,"1,500","1,500","10,338,017","105,489",0,0,0,0,0,"10,443,506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,645","10,482,352","10,548,997",0,0.003,0,0,0.0005,0.0035,0,0,0,0.0001,0.0001,0.98,0.01,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.9937,1,0,24,5,20,Medium,1,1.1
"2010",615,ALG,0,0,0,0,"285,330","285,330",0,0,0,0,0,"35,309,660",0,0,0,0,0,0,"35,309,660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,334","35,594,990","35,666,324",0,0,0,0,0.008,0.008,0,0,0,0,0,0.99,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.998,1,0,24,8,20,Medium,1,1.1
"2010",600,MOR,0,0,0,0,"317,760","317,760",0,0,0,"6,000","6,000","31,426,515","3,500",0,0,0,0,0,"31,430,015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22,277","31,753,775","31,776,052",0,0,0,0,0.01,0.01,0,0,0,0.0002,0.0002,0.989,0.0001,0,0,0,0,0,0.9891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.9993,1,0,24,8,10,Medium,1,1.1
"2010",60,SKN,"7,500","12,675",0,"25,350",0,"45,525",0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,481,0,0,0,0,0,0,0,0,"4,500",53,"50,647","50,700",0.1479,0.25,0,0.5,0,0.8979,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0028,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0.0888,0.001,0.999,1,0,24,4,8,High,83,1.1
"2010",591,SEY,"3,855","69,297",97,"5,614","2,258","81,121",0,0,0,0,0,0,0,0,0,0,0,"1,459","1,459",0,0,331,331,17,"2,174",0,0,522,62,0,0,0,0,840,91,"86,526","86,617",0.0445,0.8,0.0011,0.0648,0.0261,0.9365,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0.0038,0.0038,0.0002,0.0251,0,0,0.006,0.0007,0,0,0,0,0.0097,0.0011,0.9989,1,0,24,4,7,High,332,1.1
"2010",590,MAS,"26,894","336,666",35,"2,889","50,000","416,484",0,0,0,0,0,"203,522","18,256",0,0,0,0,0,"221,778",0,0,"2,251","2,251",0,"622,238","2,817",0,668,0,0,0,"3,500","1,200","9,092",483,"1,280,028","1,280,511",0.021,0.2629,0,0.0023,0.039,0.3252,0,0,0,0,0,0.1589,0.0143,0,0,0,0,0,0.1732,0,0,0.0018,0.0018,0,0.4859,0.0022,0,0.0005,0,0,0,0.0027,0.0009,0.0071,0.0004,0.9996,1,0,24,4,7,High,331,1.1
"2010",581,COM,0,850,0,0,0,850,0,0,0,0,0,0,"666,746",0,0,0,0,0,"666,746",0,0,0,0,0,0,0,0,599,0,0,0,0,"9,975","1,658",133,"679,828","679,961",0,0.0013,0,0,0,0.0013,0,0,0,0,0,0,0.9806,0,0,0,0,0,0.9806,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.0147,0.0024,0.0002,0.9998,1,0,24,4,20,Medium,83,1.1
"2010",580,MAG,"4,103,362","5,490,037",0,"1,061,707","1,376,675","12,031,782",0,0,0,308,308,"1,068,176","55,457",0,0,0,0,0,"1,123,633",0,0,"5,135","5,135",0,"11,912",0,0,"15,200",0,0,0,"17,200","7,205,000","125,000","3,610","20,535,170","20,538,780",0.1998,0.2673,0,0.0517,0.067,0.5858,0,0,0,0,0,0.052,0.0027,0,0,0,0,0,0.0547,0,0,0.0003,0.0003,0,0.0006,0,0,0.0007,0,0,0,0.0008,0.3508,0.0061,0.0002,0.9998,1,0,24,5,24,Medium,350,1.1
"2010",58,AAB,"43,710","8,690","4,692","22,333",0,"79,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,127","2,348","84,552","86,900",0.503,0.1,0.054,0.257,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.027,0.973,1,0,24,99,20,Medium,99,1.1
"2010",572,SWA,"352,752","305,149",0,"24,412","275,000","957,312",0,0,0,0,0,0,0,0,0,0,0,"8,000","8,000",0,0,0,0,0,"1,855",0,0,"5,493",0,0,0,0,"229,560","14,449","3,924","1,216,670","1,220,594",0.289,0.25,0,0.02,0.2253,0.7843,0,0,0,0,0,0,0,0,0,0,0,0.0066,0.0066,0,0,0,0,0,0.0015,0,0,0.0045,0,0,0,0,0.1881,0.0118,0.0032,0.9968,1,0,24,7,24,Medium,350,1.1
"2010",571,BOT,"235,097","100,308",80,0,"915,314","1,250,799",0,0,0,0,0,"47,053","2,476",0,0,0,0,0,"49,529",0,0,"1,009","1,009",0,"2,494",217,0,"3,450",0,0,0,100,"425,000","45,000","29,917","1,777,598","1,807,515",0.1301,0.0555,0,0,0.5064,0.692,0,0,0,0,0,0.026,0.0014,0,0,0,0,0,0.0274,0,0,0.0006,0.0006,0,0.0014,0.0001,0,0.0019,0,0,0,0.0001,0.2351,0.0249,0.0166,0.9834,1,0,24,7,20,High,83,1.1
"2010",570,LES,"496,281","1,220,514",0,"102,475","153,681","1,972,951",0,0,0,0,0,0,0,0,0,0,0,"1,600","1,600",0,0,0,0,0,"1,213",0,0,800,0,0,0,0,"105,500","5,800","7,032","2,087,864","2,094,896",0.2369,0.5826,0,0.0489,0.0734,0.9418,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0006,0,0,0.0004,0,0,0,0,0.0504,0.0028,0.0034,0.9966,1,0,24,7,28,Low,350,1.1
"2010",57,SVG,"28,288","63,544",0,"1,664",0,"93,496",0,0,0,0,0,0,0,0,0,0,0,104,104,0,0,0,0,0,312,0,0,175,0,0,0,0,0,"1,976","7,937","96,063","104,000",0.272,0.611,0,0.016,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.003,0,0,0.0017,0,0,0,0,0,0.019,0.0763,0.9237,1,0,24,4,20,Medium,1,1.1
"2010",565,NAM,"1,049,122","621,785",0,0,"195,037","1,865,944",0,0,0,"2,466","2,466","9,500",700,0,0,0,0,0,"10,200",0,0,0,0,0,"3,500",0,0,"2,500",0,0,0,0,"215,000","41,443","3,711","2,141,053","2,144,764",0.4892,0.2899,0,0,0.0909,0.87,0,0,0,0.0011,0.0011,0.0044,0.0003,0,0,0,0,0,0.0048,0,0,0,0,0,0.0016,0,0,0.0012,0,0,0,0,0.1002,0.0193,0.0017,0.9983,1,0,24,7,20,Medium,1,1.1
"2010",560,SAF,"12,006,000","3,551,568","30,400","1,900,839","23,000,000","40,488,807",0,0,0,"81,536","81,536","768,950","76,050",0,0,0,0,0,"845,000",0,0,"159,070","159,070",0,"750,331","10,605",0,"21,000",0,"2,001","20,009","33,515","3,980,000","3,200,000","430,214","49,591,874","50,022,088",0.24,0.071,0.0006,0.038,0.4598,0.8094,0,0,0,0.0016,0.0016,0.0154,0.0015,0,0,0,0,0,0.0169,0,0,0.0032,0.0032,0,0.015,0.0002,0,0.0004,0,0,0.0004,0.0007,0.0796,0.064,0.0086,0.9914,1,0,24,5,20,Medium,1,1.1
"2010",56,SLU,"44,116","100,204",0,"2,624","4,239","151,183",0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,492,0,0,0,0,0,0,0,0,"9,676","2,485","161,515","164,000",0.269,0.611,0,0.016,0.0258,0.9218,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.059,0.0152,0.9848,1,0,24,2,8,High,73,1.1
"2010",553,MAW,"4,482,817","3,619,442","4,101","289,214","2,057,026","10,452,600",0,0,0,278,278,"2,050,581","60,353",0,0,0,0,0,"2,110,934",0,0,0,0,0,"32,970",771,0,"35,428",0,0,0,0,"1,733,405","87,882","6,431","14,454,268","14,460,699",0.31,0.2503,0.0003,0.02,0.1422,0.7228,0,0,0,0,0,0.1418,0.0042,0,0,0,0,0,0.146,0,0,0,0,0,0.0023,0.0001,0,0.0024,0,0,0,0,0.1199,0.0061,0.0004,0.9996,1,0,24,8,20,Medium,350,1.1
"2010",552,ZIM,"2,396,453","2,305,000","44,732","564,757","4,650,237","9,961,179",0,0,0,"11,326","11,326","128,311","2,137",0,0,0,0,0,"130,448",0,0,182,182,0,"18,005",0,0,"25,200",0,0,0,389,"1,647,295","311,930","59,339","12,105,955","12,165,294",0.197,0.1895,0.0037,0.0464,0.3823,0.8188,0,0,0,0.0009,0.0009,0.0105,0.0002,0,0,0,0,0,0.0107,0,0,0,0,0,0.0015,0,0,0.0021,0,0,0,0,0.1354,0.0256,0.0049,0.9951,1,0,24,4,7,High,350,1.1
"2010",551,ZAM,"3,816,303","4,625,587","13,088","166,452","2,723,069","11,344,499",0,0,0,"1,682","1,682","65,198","5,926",0,0,0,0,0,"71,124",0,0,"3,912","3,912",0,"65,198",0,0,"145,000",0,0,0,0,"1,367,676","23,431","17,134","13,022,522","13,039,656",0.2927,0.3547,0.001,0.0128,0.2088,0.87,0,0,0,0.0001,0.0001,0.005,0.0005,0,0,0,0,0,0.0055,0,0,0.0003,0.0003,0,0.005,0,0,0.0111,0,0,0,0,0.1049,0.0018,0.0013,0.9987,1,0,24,5,20,Medium,83,1.1
"2010",55,GRN,"23,852","54,209",0,"16,262",0,"94,323",0,0,0,0,0,0,0,0,0,0,0,526,526,0,0,0,0,0,263,0,0,157,0,0,0,0,0,"5,217","7,933","100,486","108,419",0.22,0.5,0,0.15,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.0049,0,0,0,0,0,0.0024,0,0,0.0014,0,0,0,0,0,0.0481,0.0732,0.9268,1,0,24,5,20,Medium,83,1.1
"2010",541,MZM,"4,897,500","5,315,750",747,"126,027",0,"10,340,024",0,0,0,218,218,"5,233,075","87,367",0,0,0,0,0,"5,320,442",0,0,"1,900","1,900",0,"35,165",0,0,"2,686",0,0,0,"4,063","5,850,000","192,300","95,052","21,746,798","21,841,850",0.2242,0.2434,0,0.0058,0,0.4734,0,0,0,0,0,0.2396,0.004,0,0,0,0,0,0.2436,0,0,0.0001,0.0001,0,0.0016,0,0,0.0001,0,0,0,0.0002,0.2678,0.0088,0.0044,0.9956,1,0,24,7,20,Medium,350,1.1
"2010",540,ANG,"4,396,260","11,850,789",0,"37,800","750,000","17,034,849",0,0,0,0,0,0,0,0,0,0,0,"198,750","198,750",0,0,"1,634","1,634",0,0,0,0,"2,064",0,0,0,162,"1,450,000","342,000","84,717","19,029,459","19,114,176",0.23,0.62,0,0.002,0.0392,0.8912,0,0,0,0,0,0,0,0,0,0,0,0.0104,0.0104,0,0,0.0001,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0759,0.0179,0.0044,0.9956,1,0,24,5,20,Medium,83,1.1
"2010",54,DMA,"10,950","56,210",0,0,0,"67,160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,380","1,460","71,540","73,000",0.15,0.77,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.98,1,0,24,4,5,High,78,1.1
"2010",531,ERI,"78,516","209,378","2,721,914",0,0,"3,009,808",0,0,0,0,0,"2,100,000",0,0,0,0,0,0,"2,100,000",0,0,0,0,0,"1,047",0,0,"1,419",0,0,0,0,"39,500","66,898","15,778","5,218,672","5,234,450",0.015,0.04,0.52,0,0,0.575,0,0,0,0,0,0.4012,0,0,0,0,0,0,0.4012,0,0,0,0,0,0.0002,0,0,0.0003,0,0,0,0,0.0075,0.0128,0.003,0.997,1,0,24,9,28,Low,83,1.1
"2010",530,ETH,"14,847,378","578,379","34,877,700",694,"350,000","50,654,152",0,0,0,"4,500","4,500","27,906,872","425,893",0,0,0,0,0,"28,332,765",0,0,0,0,0,"6,130",0,0,"22,544",0,0,0,0,"3,100,000","105,200","53,509","82,225,291","82,278,800",0.1805,0.007,0.4239,0,0.0043,0.6156,0,0,0,0.0001,0.0001,0.3392,0.0052,0,0,0,0,0,0.3444,0,0,0,0,0,0.0001,0,0,0.0003,0,0,0,0,0.0377,0.0013,0.0007,0.9993,1,0,24,4,7,High,210,1.1
"2010",53,BAR,"101,335","11,464",0,"72,957",0,"185,756",0,0,0,30,30,0,0,0,0,0,0,"2,300","2,300",0,0,120,120,0,"1,200",0,0,0,0,0,0,0,0,"59,184","40,115","248,590","288,705",0.351,0.0397,0,0.2527,0,0.6434,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.008,0.008,0,0,0.0004,0.0004,0,0.0042,0,0,0,0,0,0,0,0,0.205,0.1389,0.8611,1,0,124,4,10,Medium,1,1.1
"2010",522,DJI,656,"6,100","5,500",0,0,"12,256",0,0,0,0,0,"860,869",0,0,0,0,0,0,"860,869",0,0,0,0,0,352,0,0,764,0,0,0,0,0,"8,500",202,"882,741","882,943",0.0007,0.0069,0.0062,0,0,0.0139,0,0,0,0,0,0.975,0,0,0,0,0,0,0.975,0,0,0,0,0,0.0004,0,0,0.0009,0,0,0,0,0,0.0096,0.0002,0.9998,1,0,24,5,20,Medium,83,1.1
"2010",520,SOM,"1,819",100,"1,698",220,496,"4,333",0,0,0,0,0,"9,190,389","93,303",0,0,0,0,0,"9,283,692",0,0,0,0,0,"5,225",0,0,"2,678",0,0,0,0,"6,820","4,087","23,510","9,306,835","9,330,345",0.0002,0,0.0002,0,0.0001,0.0005,0,0,0,0,0,0.985,0.01,0,0,0,0,0,0.995,0,0,0,0,0,0.0006,0,0,0.0003,0,0,0,0,0.0007,0.0004,0.0025,0.9975,1,0,24,5,20,Medium,83,1.1
